age,gender,education,marital_status,num_dependents,income,employment_type,employment_years,credit_score,existing_loans,monthly_expenses,savings_balance,previous_defaults,has_co_applicant,loan_amount,loan_term_months,property_value,loan_purpose,loan_approved
41,Male,Bachelor,Single,0,126227.0,Salaried,10.0,669.0,2,3751.0,22615.0,0,0,320468.0,180,667109.0,Car,1
24,Female,Bachelor,Married,0,63441.0,Salaried,0.0,810.0,1,1666.0,,0,0,175497.0,360,409389.0,Home,1
21,Female,Bachelor,Married,2,40363.0,Self-Employed,,,3,2405.0,2748.0,0,0,90409.0,36,173298.0,Home,0
43,Male,PhD,Single,1,29446.0,Salaried,9.0,779.0,3,1261.0,2005.0,0,0,23062.0,24,33783.0,Education,0
38,Male,Bachelor,Married,5,54217.0,Salaried,10.0,681.0,1,3819.0,15782.0,1,0,54344.0,60,123434.0,Home,1
25,Male,Master,Married,4,47551.0,Business Owner,1.0,613.0,3,2738.0,556.0,3,0,122215.0,360,228045.0,Personal,0
26,Female,Master,Married,2,39761.0,Freelancer,1.0,563.0,1,2441.0,3267.0,2,1,75922.0,36,155949.0,Car,0
46,Male,Bachelor,Married,1,44154.0,Salaried,10.0,798.0,2,1924.0,3255.0,2,0,79024.0,60,134707.0,Home,0
23,Male,Bachelor,Married,2,17566.0,Freelancer,0.0,611.0,1,1067.0,3774.0,2,1,51329.0,48,113268.0,Education,0
51,Male,Master,Single,0,,Self-Employed,15.0,684.0,3,2793.0,1602.0,0,1,130731.0,120,253411.0,Education,1
25,Female,PhD,Divorced,0,40629.0,Salaried,,,1,1408.0,25048.0,2,0,24473.0,48,57164.0,Education,0
41,Male,Master,Single,2,24170.0,Salaried,7.0,837.0,1,,1179.0,0,1,27503.0,360,41943.0,Home,1
31,Male,High School,Married,0,62372.0,Salaried,5.0,687.0,0,2085.0,576.0,1,0,75584.0,180,171639.0,Home,0
41,Female,Master,Single,2,27161.0,Salaried,7.0,572.0,1,1810.0,717.0,0,0,48375.0,180,105595.0,Car,0
29,Female,Bachelor,Single,1,55190.0,Salaried,4.0,645.0,0,2319.0,9140.0,1,1,28584.0,48,44442.0,Personal,0
33,Female,Bachelor,Married,2,64751.0,Business Owner,5.0,791.0,3,4175.0,2761.0,3,0,192352.0,180,445017.0,Home,0
35,Male,Master,Single,3,81619.0,Self-Employed,2.0,601.0,2,3353.0,1604.0,1,0,53444.0,60,100974.0,Business,0
24,Female,High School,Married,0,38446.0,Freelancer,0.0,651.0,1,1244.0,17263.0,1,0,41542.0,240,64717.0,Car,0
42,Female,Master,Single,1,33880.0,Salaried,5.0,774.0,4,1502.0,4504.0,0,1,73896.0,180,104448.0,Car,1
29,Male,Bachelor,Married,1,35854.0,Salaried,0.0,707.0,4,2205.0,1451.0,1,0,105551.0,120,119432.0,Car,0
32,Female,Master,Married,1,29033.0,Business Owner,6.0,582.0,1,1225.0,2391.0,0,0,51667.0,36,58834.0,Business,0
25,Male,High School,Single,0,48600.0,Self-Employed,3.0,697.0,2,1903.0,10753.0,0,0,65826.0,60,143262.0,Business,0
21,Female,Bachelor,Divorced,0,37526.0,Business Owner,0.0,,1,,,0,0,34005.0,240,,Business,1
33,Male,Master,Single,4,32446.0,Salaried,2.0,684.0,3,2110.0,,0,0,89498.0,120,159746.0,Personal,0
59,Female,High School,Single,1,23519.0,Business Owner,5.0,755.0,1,1000.0,4162.0,1,0,14703.0,240,33114.0,Home,0
42,Male,High School,Married,0,46426.0,Salaried,9.0,699.0,3,1902.0,46102.0,0,0,31334.0,60,62106.0,Personal,1
34,Female,PhD,Married,0,33536.0,Salaried,7.0,672.0,3,1418.0,,0,1,22115.0,240,53373.0,Home,0
32,Male,Bachelor,Married,1,27703.0,Self-Employed,1.0,668.0,3,1474.0,2909.0,0,0,46155.0,60,82381.0,Car,0
35,Female,PhD,Single,0,63118.0,Freelancer,0.0,766.0,2,2936.0,7373.0,0,0,178495.0,240,208249.0,Home,0
40,Female,High School,Married,1,101065.0,Salaried,5.0,622.0,3,3105.0,4601.0,0,1,190958.0,60,290406.0,Education,0
23,Male,Bachelor,Married,1,79323.0,Business Owner,4.0,506.0,0,2377.0,1215.0,0,1,109994.0,120,132714.0,Personal,0
46,Female,Master,Single,0,29067.0,Self-Employed,5.0,661.0,0,1299.0,443.0,0,1,31866.0,24,67597.0,Personal,1
42,Female,Master,Married,0,40634.0,Salaried,12.0,710.0,1,,1711.0,2,0,72580.0,48,123349.0,Car,0
42,Male,Bachelor,Married,0,105896.0,Salaried,5.0,,0,5154.0,1780.0,2,0,169834.0,24,,Personal,0
39,Male,Bachelor,Married,0,27259.0,Salaried,2.0,637.0,4,1324.0,189.0,0,0,19998.0,36,20494.0,Education,0
35,Male,Master,Single,2,72496.0,Salaried,6.0,650.0,1,2983.0,649.0,0,0,37389.0,60,40500.0,Education,1
41,Male,High School,Married,2,,Self-Employed,8.0,678.0,0,1991.0,622.0,0,0,47232.0,60,94856.0,Home,0
40,Male,Bachelor,Single,0,113779.0,Freelancer,9.0,576.0,0,3035.0,4983.0,2,0,301055.0,180,391846.0,Home,0
31,Male,High School,Married,2,39531.0,Self-Employed,2.0,732.0,2,2357.0,942.0,1,0,79935.0,60,173181.0,Home,0
29,Male,Bachelor,Married,1,149420.0,Salaried,5.0,467.0,1,7206.0,2218.0,0,1,196619.0,360,347932.0,Business,0
36,Male,Bachelor,Married,1,116312.0,Salaried,7.0,723.0,0,,29530.0,0,1,102708.0,48,192161.0,Business,1
50,Male,Bachelor,Married,2,46480.0,Business Owner,,705.0,3,2163.0,514.0,2,1,109117.0,60,136882.0,Home,0
22,Female,Bachelor,Divorced,0,29079.0,Salaried,2.0,719.0,0,901.0,1722.0,0,0,65584.0,180,151926.0,Home,0
21,Female,High School,Married,0,,Salaried,0.0,525.0,2,1247.0,15734.0,0,1,120208.0,120,205218.0,Car,0
36,Male,High School,Married,0,44798.0,Self-Employed,8.0,703.0,2,1577.0,3154.0,2,1,132475.0,36,214395.0,Education,0
35,Female,Master,Single,1,34087.0,Freelancer,6.0,636.0,1,1740.0,57228.0,1,0,26597.0,60,58328.0,Home,0
36,Female,Bachelor,Married,2,18186.0,Business Owner,1.0,808.0,0,1165.0,2190.0,0,0,21122.0,24,22152.0,Business,0
37,Female,Master,Married,0,32215.0,Business Owner,2.0,708.0,2,1384.0,1287.0,2,0,43794.0,24,77829.0,Personal,0
32,Male,Master,Married,0,28134.0,Business Owner,10.0,585.0,1,973.0,791.0,0,1,51886.0,24,107939.0,Education,0
49,Male,High School,Divorced,0,64590.0,Salaried,12.0,544.0,0,2043.0,10553.0,0,0,40890.0,24,89674.0,Business,0
21,Female,Bachelor,Divorced,1,68392.0,Salaried,2.0,630.0,3,2280.0,,0,0,81345.0,24,100325.0,Education,0
26,Female,High School,Married,2,60344.0,Self-Employed,0.0,744.0,1,3454.0,7399.0,0,0,149977.0,240,237821.0,Home,0
33,Female,Master,Married,1,49447.0,Salaried,5.0,772.0,1,1850.0,1036.0,1,0,30702.0,120,45478.0,Education,0
21,Female,PhD,Married,1,,Salaried,3.0,694.0,0,1127.0,1006.0,0,0,69218.0,120,172225.0,Car,0
33,Male,Bachelor,Single,0,54322.0,Salaried,8.0,686.0,3,1392.0,383.0,1,0,52236.0,240,,Personal,0
51,Male,Master,Single,1,72866.0,Salaried,21.0,653.0,2,2862.0,3611.0,1,1,92007.0,120,150731.0,Car,1
35,Male,High School,Married,1,36566.0,Self-Employed,8.0,678.0,1,1987.0,3566.0,0,1,83925.0,120,,Car,1
37,Male,Bachelor,Married,0,52025.0,Salaried,3.0,777.0,1,1732.0,1090.0,0,1,125458.0,180,158185.0,Business,0
22,Female,Master,Divorced,0,38744.0,Salaried,1.0,652.0,1,1613.0,1254.0,1,0,39791.0,120,99169.0,Business,0
28,Male,High School,Single,0,112553.0,Freelancer,2.0,732.0,2,5530.0,4085.0,0,0,170341.0,120,319383.0,Business,1
31,Male,Bachelor,Married,1,,Self-Employed,2.0,637.0,1,3909.0,7148.0,0,1,82897.0,24,172970.0,Car,1
31,Female,Bachelor,Married,2,56503.0,Business Owner,1.0,761.0,2,2104.0,561.0,0,1,100758.0,24,124526.0,Personal,0
47,Male,Master,Married,2,20778.0,Salaried,16.0,726.0,0,1590.0,,0,1,44278.0,36,94002.0,Business,1
40,Female,Bachelor,Divorced,2,45428.0,Salaried,,757.0,2,2564.0,374.0,0,1,53386.0,120,72553.0,Business,1
23,Female,PhD,Divorced,1,38560.0,Salaried,0.0,830.0,0,2187.0,1421.0,1,1,63831.0,60,136774.0,Home,0
37,Female,High School,Single,1,38393.0,Self-Employed,4.0,473.0,1,2061.0,3552.0,0,1,70623.0,60,167469.0,Home,0
39,Male,Bachelor,Single,2,22433.0,Freelancer,7.0,740.0,1,1324.0,2777.0,0,0,34713.0,48,54904.0,Car,0
46,Male,Master,Single,3,28456.0,Salaried,,717.0,0,1868.0,4061.0,1,1,50788.0,240,119609.0,Business,0
50,Male,High School,Married,3,47381.0,Business Owner,11.0,715.0,2,2750.0,1341.0,3,1,40747.0,180,69121.0,Education,0
24,Male,Master,Married,0,85577.0,Self-Employed,0.0,699.0,1,2552.0,22663.0,0,1,51451.0,24,113873.0,Personal,1
26,Male,High School,Married,0,36487.0,Salaried,1.0,699.0,3,1119.0,,0,1,24005.0,36,40366.0,Car,1
22,Female,High School,Married,2,34115.0,Self-Employed,1.0,706.0,0,2324.0,1351.0,0,1,100027.0,60,121601.0,Personal,0
32,Male,High School,Married,1,119437.0,Self-Employed,5.0,,2,4906.0,7862.0,0,0,81794.0,36,,Home,1
39,Female,PhD,Married,2,35920.0,Salaried,7.0,746.0,1,1546.0,1399.0,0,0,52625.0,24,78341.0,Personal,0
44,Male,Bachelor,Married,2,45963.0,Salaried,4.0,678.0,0,1780.0,1529.0,0,0,113946.0,12,126884.0,Personal,0
34,Female,Master,Married,1,39334.0,Freelancer,5.0,,1,1363.0,849.0,0,1,103312.0,360,204295.0,Home,1
31,Female,Bachelor,Single,1,21263.0,Self-Employed,0.0,681.0,1,988.0,2587.0,0,0,24902.0,36,46529.0,Business,0
36,Male,Bachelor,Married,1,65244.0,Salaried,3.0,646.0,0,3558.0,20905.0,2,0,137011.0,48,328164.0,Home,0
26,Male,Bachelor,Married,2,35367.0,Business Owner,3.0,822.0,3,2123.0,284.0,0,1,81694.0,120,92409.0,Personal,1
55,Female,PhD,Married,1,,Salaried,15.0,578.0,1,1916.0,,0,1,114505.0,36,188415.0,Business,0
21,Female,Master,Divorced,1,52034.0,Salaried,1.0,739.0,2,2695.0,851.0,0,1,141678.0,240,190927.0,Personal,0
36,Female,Master,Divorced,0,110057.0,Salaried,8.0,739.0,1,3871.0,11192.0,0,0,174747.0,60,301724.0,Home,0
55,Male,High School,Married,3,25364.0,Business Owner,8.0,637.0,2,2522.0,2429.0,0,0,47008.0,120,106428.0,Home,0
35,Male,Bachelor,Married,5,75545.0,Self-Employed,2.0,703.0,1,4525.0,8961.0,1,1,189036.0,36,456063.0,Home,0
33,Female,Bachelor,Married,1,64333.0,Self-Employed,2.0,781.0,1,2267.0,5719.0,1,1,128463.0,180,201762.0,Home,1
31,Female,PhD,Married,1,30283.0,Business Owner,3.0,653.0,2,1046.0,1099.0,0,0,42097.0,24,81187.0,Education,0
33,Male,Bachelor,Single,1,66154.0,Freelancer,8.0,784.0,1,2301.0,2944.0,0,0,190256.0,48,,Home,0
48,Female,Bachelor,Single,1,94769.0,Salaried,16.0,769.0,2,3093.0,41759.0,2,0,283768.0,48,608107.0,Business,0
21,Male,Bachelor,Single,2,33440.0,Freelancer,4.0,623.0,0,2050.0,2270.0,1,0,94721.0,24,223528.0,Home,0
50,Male,High School,Single,0,,Freelancer,2.0,591.0,1,1714.0,7913.0,0,1,75458.0,60,129363.0,Personal,0
21,Male,High School,Married,1,60018.0,Salaried,1.0,693.0,0,2643.0,2260.0,1,0,66369.0,48,153201.0,Business,0
32,Male,Master,Divorced,3,64028.0,Salaried,7.0,580.0,0,3939.0,3497.0,0,0,110948.0,24,274676.0,Business,0
30,Male,Bachelor,Single,2,72016.0,Freelancer,9.0,447.0,0,3761.0,19808.0,0,0,177303.0,36,339026.0,Business,0
40,Male,Master,Divorced,1,53271.0,Salaried,3.0,640.0,3,1918.0,760.0,0,0,62611.0,60,115266.0,Home,0
21,Male,Master,Single,2,63368.0,Salaried,1.0,850.0,1,2232.0,3716.0,1,1,96097.0,36,,Education,1
39,Female,Bachelor,Single,2,26416.0,Freelancer,7.0,644.0,0,1973.0,1179.0,2,1,23208.0,60,50585.0,Home,0
55,Female,Bachelor,Married,0,45228.0,Business Owner,,710.0,2,1833.0,15809.0,3,0,101943.0,120,,Education,0
21,Female,High School,Married,1,32836.0,Salaried,2.0,735.0,1,1683.0,22626.0,0,0,76951.0,120,78116.0,Home,0
36,Female,PhD,Single,1,22529.0,Salaried,6.0,676.0,1,995.0,3826.0,1,0,39177.0,180,54005.0,Car,0
28,Male,Bachelor,Single,0,38003.0,Self-Employed,1.0,653.0,1,1179.0,18732.0,0,0,89058.0,120,93338.0,Education,0
39,Female,Bachelor,Married,1,47677.0,Self-Employed,14.0,778.0,1,2189.0,610.0,0,0,100647.0,60,217873.0,Home,1
35,Female,Bachelor,Single,1,51812.0,Business Owner,0.0,683.0,1,1756.0,50.0,0,0,146294.0,60,185207.0,Car,0
28,Male,Bachelor,Married,3,25997.0,Self-Employed,3.0,672.0,2,1890.0,2807.0,3,0,51121.0,36,,Car,0
39,Male,Bachelor,Married,2,30673.0,Self-Employed,3.0,743.0,2,2032.0,5799.0,0,1,42701.0,360,93750.0,Education,1
53,Male,Bachelor,Single,1,70426.0,Business Owner,4.0,597.0,3,3428.0,2345.0,1,1,163678.0,360,304710.0,Education,0
33,Female,Master,Divorced,1,53720.0,Salaried,5.0,578.0,1,2503.0,1290.0,0,0,34482.0,240,42419.0,Car,0
42,Male,Master,Single,1,76385.0,Salaried,13.0,550.0,3,3479.0,7241.0,0,1,129153.0,24,292776.0,Business,0
22,Female,Bachelor,Married,2,,Self-Employed,0.0,725.0,1,3888.0,38265.0,0,1,240678.0,180,,Education,1
25,Female,Bachelor,Married,2,54525.0,Salaried,0.0,666.0,2,3040.0,5082.0,1,0,123390.0,360,192412.0,Personal,0
39,Female,Master,Divorced,2,33862.0,Salaried,6.0,746.0,3,1843.0,,0,1,101468.0,360,200673.0,Education,1
49,Female,High School,Married,2,44130.0,Salaried,17.0,684.0,1,2824.0,9506.0,1,0,65406.0,360,69029.0,Car,0
38,Female,Master,Married,1,,Self-Employed,,,0,4054.0,12287.0,0,0,141634.0,120,213012.0,Car,0
31,Male,High School,Single,0,195286.0,Business Owner,6.0,651.0,3,7299.0,66744.0,1,0,126719.0,36,141644.0,Home,0
34,Male,Master,Married,0,61793.0,Salaried,7.0,751.0,1,2380.0,1419.0,0,1,86617.0,60,182176.0,Personal,0
22,Female,Bachelor,Married,0,54461.0,Self-Employed,1.0,659.0,3,1732.0,1293.0,0,1,46456.0,36,65578.0,Personal,0
41,Male,Bachelor,Married,0,70463.0,Salaried,10.0,774.0,3,1826.0,1735.0,0,0,104902.0,240,236524.0,Home,1
43,Male,Master,Divorced,1,49607.0,Self-Employed,9.0,643.0,2,2543.0,4270.0,0,0,25037.0,36,40760.0,Personal,0
30,Male,High School,Single,1,87721.0,Self-Employed,4.0,737.0,2,4477.0,,0,0,139967.0,36,325825.0,Personal,0
30,Female,Bachelor,Divorced,2,68975.0,Business Owner,6.0,537.0,2,3424.0,11143.0,1,0,196432.0,36,261567.0,Education,0
37,Male,Bachelor,Divorced,3,58523.0,Salaried,3.0,661.0,2,3865.0,75.0,1,0,140800.0,60,278616.0,Personal,0
30,Female,Master,Married,2,35542.0,Self-Employed,6.0,649.0,2,2354.0,190845.0,0,1,39199.0,60,94755.0,Business,1
34,Male,High School,Married,1,22917.0,Salaried,4.0,568.0,1,1367.0,2725.0,3,0,26930.0,60,42850.0,Car,0
55,Male,Master,Married,0,70700.0,Self-Employed,5.0,768.0,1,2666.0,27529.0,1,0,90004.0,24,111332.0,Personal,0
32,Female,Bachelor,Divorced,2,46346.0,Business Owner,5.0,628.0,2,2105.0,5642.0,0,0,33912.0,60,62080.0,Business,0
31,Male,High School,Single,1,33898.0,Business Owner,2.0,620.0,1,2053.0,281.0,2,0,101011.0,360,166472.0,Car,0
28,Female,Master,Married,0,,Salaried,2.0,784.0,2,1065.0,3368.0,0,0,51382.0,360,90384.0,Car,1
42,Female,High School,Married,1,57999.0,Freelancer,10.0,692.0,0,2455.0,622.0,0,0,136072.0,60,233199.0,Personal,0
33,Female,Bachelor,Divorced,0,18710.0,Salaried,6.0,742.0,0,861.0,1998.0,0,0,41850.0,36,,Car,0
28,Male,High School,Married,0,56943.0,Salaried,0.0,543.0,3,1436.0,7556.0,3,0,94676.0,360,167760.0,Home,0
48,Female,Bachelor,Married,3,63529.0,Business Owner,13.0,616.0,2,4246.0,,0,0,161416.0,36,197175.0,Education,0
49,Female,Bachelor,Single,2,54853.0,Salaried,8.0,846.0,0,3068.0,1945.0,0,0,60029.0,240,112519.0,Personal,1
28,Female,Bachelor,Married,2,34272.0,Salaried,1.0,748.0,2,2011.0,59.0,0,1,50392.0,36,83434.0,Home,0
21,Male,Bachelor,Single,0,26247.0,Salaried,1.0,594.0,0,1175.0,1187.0,0,1,34505.0,360,84844.0,Home,0
45,Male,Bachelor,Divorced,0,65743.0,Salaried,6.0,698.0,0,1851.0,11221.0,0,0,189442.0,24,216429.0,Business,0
28,Female,High School,Married,0,75943.0,Salaried,1.0,600.0,1,2284.0,5192.0,1,0,45382.0,48,96562.0,Business,0
42,Female,Bachelor,Married,2,31291.0,Freelancer,13.0,791.0,0,1802.0,1883.0,0,0,21542.0,120,32828.0,Business,1
21,Male,PhD,Married,2,63161.0,Salaried,0.0,498.0,1,3775.0,2284.0,0,0,182553.0,24,373492.0,Education,0
43,Male,Master,Married,2,108094.0,Self-Employed,13.0,702.0,0,3469.0,22371.0,0,0,239867.0,48,584433.0,Education,1
22,Male,High School,Single,0,58071.0,Salaried,0.0,700.0,3,2270.0,,0,1,121353.0,48,284766.0,Home,0
42,Male,High School,Single,0,,Self-Employed,9.0,590.0,0,1761.0,2016.0,0,0,102430.0,60,,Car,0
35,Male,PhD,Single,1,82489.0,Freelancer,6.0,658.0,2,3963.0,17335.0,0,1,230320.0,12,533097.0,Car,0
25,Male,Bachelor,Married,1,33901.0,Business Owner,5.0,710.0,1,1640.0,9107.0,0,0,92902.0,120,147384.0,Home,0
30,Female,Bachelor,Single,1,21772.0,Business Owner,4.0,537.0,3,1309.0,424.0,0,0,59318.0,48,65602.0,Car,0
41,Male,Master,Married,1,73582.0,Salaried,9.0,577.0,4,3026.0,1264.0,0,0,191084.0,36,250624.0,Home,0
36,Female,Bachelor,Married,1,34009.0,Business Owner,3.0,667.0,4,2075.0,11219.0,0,1,27239.0,36,28405.0,Car,1
40,Male,Bachelor,Married,1,41845.0,Salaried,12.0,613.0,2,1965.0,877.0,1,1,87384.0,180,105657.0,Education,0
54,Male,PhD,Single,0,,Salaried,10.0,642.0,1,1556.0,1530.0,0,0,61902.0,36,105302.0,Personal,0
21,Male,Master,Single,1,38699.0,Freelancer,1.0,,1,1881.0,,0,0,94863.0,120,229364.0,Education,0
51,Male,High School,Single,0,98865.0,Salaried,18.0,607.0,2,2885.0,1567.0,0,0,285509.0,12,632269.0,Home,0
36,Female,High School,Married,0,95676.0,Salaried,6.0,677.0,5,2652.0,4754.0,2,1,135015.0,360,242637.0,Business,0
26,Female,High School,Single,2,102228.0,Business Owner,0.0,703.0,1,5230.0,10840.0,1,0,244014.0,24,362505.0,Personal,0
21,Male,Master,Married,1,84546.0,Freelancer,0.0,742.0,2,3336.0,318.0,2,0,87106.0,48,90818.0,Education,0
33,Male,Bachelor,Married,0,61891.0,Salaried,3.0,580.0,1,2425.0,4465.0,2,0,96156.0,120,104410.0,Business,0
44,Male,High School,Single,2,23953.0,Freelancer,3.0,,2,1733.0,190.0,0,0,55278.0,120,115934.0,Business,0
33,Female,PhD,Married,0,37938.0,Freelancer,5.0,727.0,1,1694.0,1168.0,1,0,27229.0,240,49469.0,Home,0
50,Female,High School,Married,0,122499.0,Business Owner,6.0,561.0,1,4623.0,5943.0,0,0,325239.0,360,384601.0,Home,0
21,Male,High School,Married,1,39426.0,Self-Employed,2.0,688.0,2,1762.0,102.0,0,0,110102.0,180,252494.0,Home,0
34,Female,High School,Single,1,88836.0,Freelancer,7.0,682.0,2,4327.0,3081.0,1,1,238087.0,120,423016.0,Education,0
22,Female,High School,Single,3,42830.0,Freelancer,1.0,473.0,0,2192.0,,0,1,21495.0,24,48484.0,Personal,0
38,Male,Bachelor,Single,1,12847.0,Self-Employed,0.0,640.0,0,1115.0,87.0,2,0,32228.0,48,69860.0,Home,0
43,Male,PhD,Married,1,67524.0,Self-Employed,13.0,706.0,0,3347.0,3848.0,1,0,185181.0,36,277780.0,Car,0
30,Female,Master,Married,2,78480.0,Self-Employed,1.0,663.0,1,4043.0,21494.0,1,1,232268.0,48,,Personal,0
21,Female,Bachelor,Married,1,40659.0,Self-Employed,0.0,642.0,1,,7620.0,0,1,23739.0,24,59074.0,Personal,0
36,Male,Bachelor,Divorced,1,90810.0,Business Owner,4.0,692.0,2,3343.0,1917.0,0,0,173405.0,180,367973.0,Education,1
39,Male,Bachelor,Single,3,21291.0,Salaried,9.0,759.0,0,2300.0,222.0,1,0,57588.0,60,80417.0,Education,0
39,Male,High School,Single,2,24519.0,Salaried,7.0,723.0,1,1104.0,1072.0,1,1,57071.0,24,107738.0,Car,0
47,Male,High School,Married,1,54308.0,Freelancer,14.0,619.0,0,2675.0,10094.0,0,0,143148.0,60,236112.0,Car,0
24,Female,PhD,Single,1,52893.0,Salaried,0.0,563.0,0,2108.0,6159.0,0,1,118796.0,48,172255.0,Home,0
41,Male,High School,Single,0,96595.0,Self-Employed,13.0,721.0,5,4345.0,1240.0,0,0,54134.0,60,77211.0,Personal,1
46,Female,High School,Married,2,57350.0,Salaried,15.0,585.0,1,3042.0,1738.0,0,0,154587.0,36,261362.0,Education,0
21,Female,Bachelor,Single,0,22940.0,Self-Employed,1.0,637.0,2,875.0,422.0,3,0,46896.0,180,68727.0,Home,0
38,Male,Bachelor,Married,0,54530.0,Business Owner,3.0,696.0,5,2319.0,50.0,0,0,61000.0,12,74513.0,Home,0
29,Male,High School,Single,0,66195.0,Freelancer,0.0,771.0,2,2989.0,19692.0,0,1,145600.0,24,310916.0,Business,0
34,Male,High School,Married,2,19204.0,Salaried,2.0,782.0,4,1214.0,2559.0,0,0,34298.0,60,49373.0,Home,1
38,Female,Bachelor,Married,2,40768.0,Business Owner,0.0,684.0,2,2289.0,22728.0,1,0,93500.0,120,145823.0,Personal,0
30,Male,Master,Single,1,41448.0,Salaried,0.0,639.0,0,1774.0,18722.0,0,0,69717.0,12,,Education,0
28,Female,High School,Divorced,0,30035.0,Salaried,0.0,583.0,1,1385.0,,1,0,22712.0,120,45272.0,Home,0
35,Female,Bachelor,Married,0,53469.0,Self-Employed,8.0,836.0,0,2032.0,14337.0,1,0,148661.0,36,355771.0,Home,0
24,Male,Bachelor,Divorced,0,27588.0,Business Owner,0.0,656.0,3,1230.0,1088.0,0,0,60893.0,24,,Personal,0
24,Female,Master,Single,3,51324.0,Salaried,1.0,734.0,1,3332.0,4822.0,0,1,117264.0,12,179803.0,Education,0
41,Female,Bachelor,Married,3,,Self-Employed,7.0,695.0,3,3305.0,1439.0,1,0,133324.0,60,177850.0,Home,0
23,Male,High School,Married,1,84278.0,Salaried,0.0,640.0,1,2897.0,4970.0,0,0,150078.0,180,335841.0,Home,0
41,Male,Bachelor,Married,3,27953.0,Salaried,12.0,636.0,2,1989.0,,1,0,63862.0,60,106872.0,Home,0
39,Female,Master,Married,0,19630.0,Business Owner,10.0,569.0,1,625.0,3002.0,0,0,20202.0,240,39926.0,Education,0
21,Female,High School,Married,2,47902.0,Self-Employed,0.0,,2,1984.0,87.0,0,0,80088.0,60,169217.0,Home,0
28,Male,Bachelor,Divorced,1,42483.0,Freelancer,5.0,,1,1355.0,8862.0,2,1,94696.0,12,129685.0,Personal,0
46,Male,High School,Married,2,209258.0,Salaried,6.0,794.0,1,6409.0,,0,0,525725.0,240,1295519.0,Home,1
25,Male,High School,Single,1,61651.0,Freelancer,1.0,644.0,0,3123.0,1618.0,0,1,180029.0,360,243639.0,Car,1
30,Female,Bachelor,Married,1,42897.0,Freelancer,2.0,656.0,1,1778.0,,0,0,113758.0,240,243032.0,Car,0
39,Male,Bachelor,Married,0,44962.0,Salaried,6.0,589.0,1,1246.0,,0,0,27149.0,36,33320.0,Home,0
42,Male,Master,Married,2,,Self-Employed,10.0,655.0,2,1716.0,12382.0,1,1,25112.0,360,61819.0,Car,0
32,Female,Bachelor,Married,0,55238.0,Business Owner,0.0,580.0,0,2366.0,5588.0,1,1,121446.0,360,167258.0,Car,0
29,Male,Bachelor,Divorced,0,47118.0,Freelancer,1.0,712.0,1,1578.0,3332.0,1,1,33228.0,240,58916.0,Home,1
49,Female,Bachelor,Married,1,40067.0,Salaried,6.0,688.0,3,1637.0,,3,0,119733.0,60,185984.0,Business,0
52,Male,Bachelor,Single,2,51391.0,Self-Employed,26.0,797.0,0,2420.0,,3,0,86230.0,36,203151.0,Car,0
44,Female,High School,Single,2,46540.0,Freelancer,,563.0,1,2055.0,3828.0,2,0,103137.0,36,183891.0,Personal,0
35,Male,Master,Divorced,0,20544.0,Salaried,6.0,777.0,1,765.0,7055.0,0,0,12727.0,60,25555.0,Education,1
26,Female,PhD,Married,2,63322.0,Self-Employed,,601.0,1,3853.0,14354.0,0,0,99801.0,240,132672.0,Home,1
26,Female,High School,Divorced,3,27289.0,Business Owner,0.0,707.0,3,2496.0,4179.0,1,0,29990.0,48,72542.0,Personal,0
40,Male,High School,Single,0,45751.0,Business Owner,5.0,588.0,0,1224.0,14284.0,2,0,34866.0,60,53435.0,Car,0
39,Male,High School,Married,1,,Freelancer,4.0,696.0,3,4108.0,20717.0,3,1,203404.0,48,233893.0,Personal,0
49,Male,Master,Married,2,119339.0,Salaried,18.0,479.0,0,5340.0,18113.0,0,0,351098.0,180,465987.0,Personal,0
41,Male,Master,Single,2,20947.0,Business Owner,4.0,626.0,2,1784.0,197.0,1,0,26451.0,24,34153.0,Personal,0
21,Female,Master,Married,0,42302.0,Self-Employed,0.0,688.0,1,1161.0,2702.0,0,0,119352.0,180,138719.0,Personal,0
45,Female,Master,Married,3,47759.0,Salaried,13.0,820.0,2,2588.0,13744.0,0,0,24251.0,180,42116.0,Home,1
25,Male,Bachelor,Married,0,23068.0,Self-Employed,4.0,509.0,1,1032.0,475.0,0,1,49762.0,180,73013.0,Business,0
31,Female,Bachelor,Married,2,62241.0,Business Owner,7.0,679.0,2,3796.0,1280.0,0,0,113696.0,120,198019.0,Car,1
37,Female,Master,Married,1,44161.0,Salaried,7.0,638.0,0,2022.0,,0,1,62829.0,48,70296.0,Business,0
54,Female,Bachelor,Divorced,2,45915.0,Business Owner,14.0,526.0,3,2054.0,13223.0,0,0,70884.0,60,133507.0,Home,0
65,Male,Bachelor,Married,1,30983.0,Business Owner,16.0,590.0,2,1958.0,523.0,2,0,62022.0,36,,Car,0
41,Male,Bachelor,Married,1,60261.0,Salaried,11.0,642.0,1,2577.0,1177.0,3,1,114200.0,120,157839.0,Business,0
33,Male,Bachelor,Married,0,74541.0,Business Owner,6.0,717.0,3,1937.0,267.0,0,0,131970.0,36,244621.0,Business,1
40,Male,Bachelor,Married,1,52242.0,Business Owner,7.0,687.0,1,2858.0,909.0,0,0,154504.0,60,225058.0,Personal,0
